prescription,Denomination,simd_deprivation_group,Full Address,Latitude,Longitude,Date First Listed,practice_name,Other,Notes,Citation,-----> Repeated ,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss C. M. Buckbee,M. E. C. ,W. H. M. S. ,Greensboro North Carolina USA  ,36.0726354,-79.7919754,1888-1889,F,"Superintendent ""Kent"" Home, Superintendent ""Emerson"" Memorial Home ",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),AR 10 (P. 9),,,,,,,,,,,AR 21 (p. 19),AR 22 (p. 21),,,AR 25 (p. 20),AR 26 (p. 23),AR 27 (p. 25),AR 28 (p. 28),
Mrs. E. D. Clark,M. E. C. ,W. H. M. S. ,Camden South Carolina USA  ,34.2465393,-80.6070237,1888-1889,F,"Superintendent ""F. O. Browning"" Home",,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss A. Sterling,M. E. C. ,W. H. M. S. ,Camden South Carolina USA  ,34.2465393,-80.6070237,1888-1889,F,"Assistant ""F. O. Browning"" Home",,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss L. A. Hughes,M. E. C. ,W. H. M. S. ,Jacksonville Florida USA  ,30.3321838,-81.655651,1888-1889,F,"Missionary ""Boylan"" Home",,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Rose A. Fuller,M. E. C. ,W. H. M. S. ,Jacksonville Florida USA  ,30.3321838,-81.655651,1888-1889,F,"Missionary ""Boylan"" Home",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),AR 10 (p. 9),,,,,,,,,,,,,,,,,,,
Miss Ida M. Gibson,M. E. C. ,W. H. M. S. ,Holly Springs Mississippi USA  ,34.7675967,-89.4486894,1888-1889,F,"Assistant, ""Peck"" Home, Assistant Superintendent ""A. M. Smith"" Home, Missionary Italian Work New Orleans Louisiana",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),AR 10 (p. 9),AR 11 (p. 9),AR 12 (p. 9),,AR 14 (p. 12),AR 15 (p. 12),AR 16 (p. 14),AR 17 (p. 14),,,,,,,,,,,,
Miss H. M. Hegeman,M. E. C. ,W. H. M. S. ,New Orleans Louisiana USA  ,29.9510658,-90.0715323,1888-1889,F,"Superintendent ""Peck"" Home",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),AR 10 (p. 9),AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),,,,,,,,,,,,,,,,
Miss A. M. Todd,M. E. C. ,W. H. M. S. ,New Orleans Louisiana USA  ,29.9510658,-90.0715323,1888-1889,F,"Assistant ""Peck"" Home",,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Lottie Lowrey,M. E. C. ,W. H. M. S. ,New Orleans Louisiana USA  ,29.9510658,-90.0715323,1888-1889,F,"Missionary ""Peck"" Home",,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Alpha Johnson,M. E. C. ,W. H. M. S. ,New Orleans Louisiana USA  ,29.9510658,-90.0715323,1888-1889,F,"Missionary ""Peck"" Home",,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss M. R. Montgomery,M. E. C. ,W. H. M. S. ,New Orleans Louisiana USA  ,29.9510658,-90.0715323,1888-1889,F,"Missionary ""Peck"" Home",,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss M. L. Carnefix,M. E. C. ,W. H. M. S. ,Little Rock Arkansas USA  ,34.7444618,-92.2880157,1888-1889,F,"Assistant ""A. M. Smith"" Home",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),,,,,,,,,,,,,,,,,,,,
Miss A. Willoughby,M. E. C. ,W. H. M. S. ,Little Rock Arkansas USA  ,34.7444618,-92.2880157,1888-1889,F,"Assistant ""A. M. Smith"" Home",,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss J. G. Sharpe,M. E. C. ,W. H. M. S. ,Brooklyn New York City USA  ,40.6781784,-73.9441579,1888-1889,F,Missionary to Working Girls' Society,,AR 8 (p. 8),,,,,,,AR 9 (p. 9),AR 10 (p. 9),,,,,,,,,,,,,,,,,,,
Miss M. Powers,M. E. C. ,W. H. M. S. ,Pawhuska Indian Territory USA  ,36.6678426,-96.3372309,1888-1889,F,"Missionary, Missionary in Pawhuska",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),,,,,,,,,,,,,,,,,,,,
Mrs. Rose Turner,M. E. C. ,W. H. M. S. ,Pawhuska Indian Territory USA  ,36.6678426,-96.3372309,1888-1889,F,Missionary ,,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. M. A. Bowden,M. E. C. ,W. H. M. S. ,Pawnee Indian Territory USA  ,37.09024,-95.712891,1888-1889,F,"Missionary, Deaconess in Baltimore Maryland, Deaconess ""Cunningham"" Deaconess Home and Orphanage Urbana, Illinois",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),AR 10 (p. 9),,AR 12 (p. 9),,AR 14 (p. 13),AR 15 (p. 13),,,,,,,,,,,,,,
Mrs. J.W. Patterson,M. E. C. ,W. H. M. S. ,Nooksachk Washington Territory USA  ,48.9276179,-122.3215466,1888-1889,F,Missionary,,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss L. M. Saugstad,M. E. C. ,W. H. M. S. ,Provo Utah USA  ,40.2338438,-111.6585337,1888-1889,F,Missionary,,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. J. M. Hansen,M. E. C. ,W. H. M. S. ,Mt. Pleasant Utah USA  ,39.5469073,-111.4554659,1888-1889,F,"Missionary, Missionary in San Pete, Deaconess Scandinaian Work",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),,,,,,,AR 16 (p. 14),,,,,,,,,,,,,
Miss Kittie C. Dunn,M. E. C. ,W. H. M. S. ,Salt Lake City Utah USA  ,40.7607793,-111.8910474,1888-1889,F,Missionary,,AR 8 (p. 8),,,,,,,AR 9 (p. 9),AR 10 (p. 9),,,,,,,,,,,,,,,,,,,
Miss Josephine Kellogg,M. E. C. ,W. H. M. S. ,Provo Utah USA  ,40.2338438,-111.6585337,1888-1889,F,"Teacher ""East Ohio"" Mission",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),,,,,,,,,,,,,,,AR 24 (p. 22),AR 25 (p. 21),AR 26 (p. 24),AR 27 (p. 26),,
Miss Adella Nelson,M. E. C. ,W. H. M. S. ,Spanish Fork Utah USA  ,40.114955,-111.654923,1888-1889,F,Teacher ,,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Clarissa McCollum,M. E. C. ,W. H. M. S. ,Grantsville Utah USA  ,40.5999425,-112.4643988,1888-1889,F,"Teacher ""Gurley"" Mission",,AR 8 (p. 8),,,,,,,AR 9 (p. 10),,,,,,,,,,,,,,,,,,,,
Miss Elida Carperson,M. E. C. ,W. H. M. S. ,Mt. Pleasant Utah USA  ,39.5469073,-111.4554659,1888-1889,F,"Teacher ""Thomson"" Mission, Teacher in Spanish Fork",,AR 8 (p. 8),,,,,,,AR 9 (p. 9),,,,,,,,,,,,,,,,,,,,
Miss Onie A. Barrett,M. E. C. ,W. H. M. S. ,Logan Utah USA  ,41.7369803,-111.8338359,1888-1889,F,"Teacher ""Philadelphia"" Mission",,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. J. J. C. Armstrong,M. E. C. ,W. H. M. S. ,Las Vegas New Mexico USA  ,35.5942137,-105.2227978,1888-1889,F,Missionary,,AR 8 (p. 8),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Nellie Snider,M. E. C. ,W. H. M. S. ,Las Vegas New Mexico USA  ,35.5942137,-105.2227978,1888-1889,F,Missionary,,AR 8 (p. 8),,,,,,,,AR 10 (p. 10),AR 11 (p. 9),AR 12 (p. 10),AR 13 (p. 11),AR 14 (p. 12),AR 15 (p. 13),AR 16 (p. 14),AR 17 (p. 15),AR 18 (p. 15),AR 19 (p. 17),,,,,,,,,,
Miss Delia A. Herron,M. E. C. ,W. H. M. S. ,Savannah Georgia USA  ,32.0808989,-81.091203,1889-1890,F,"Missionary ""Haven"" Home, Superintendent ""Mary Haven"" Home ",,AR 9 (p. 9),,,,,,,, AR 10 (p. 9),AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),AR 15 (p. 12),AR 16 (p. 13),AR 17 (p. 13),AR 18 (p. 14),AR 19 (p. 16),AR 20 (p. 17),AR 21 (p. 18),,,,,,,,
Miss Mary M. Bowen,M. E. C. ,W. H. M. S. ,Savannah Georgia USA  ,32.0808989,-81.091203,1889-1890,F,"Missionary ""Haven"" Home",,AR 9 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Kate Livingstone,M. E. C. ,W. H. M. S. ,Orangeburg South Carolina USA  ,33.4918203,-80.8556476,1889-1890,F,"Assistant ""Simpson"" Home",,AR 9 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. A. A. Gordon,M. E. C. ,W. H. M. S. ,Camden South Carolina USA  ,34.2465393,-80.6070237,1889-1890,F,"Superintendent ""F. O. Browning"" Home",,AR 9 (p. 9),,,,,,,,AR 10 (p. 9),AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),AR 15 (p. 12),AR 16 (p. 14),AR 17 (p. 14),AR 18 (p. 14),,,,,,,,,,,
Miss N. A. Crouch,M. E. C. ,W. H. M. S. ,Camden South Carolina USA  ,34.2465393,-80.6070237,1889-1890,F,"Teacher ""F. O. Browning"" Home",,AR 9 (p. 9),,,,,,,,AR 10 (p. 9),AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),AR 15 (p. 12),AR 16 (p. 14),AR 17 (p. 14),AR 18 (p. 14),AR 19 (p. 16),,,,,,,,,,
Miss Getrude Robinson,M. E. C. ,W. H. M. S. ,Camden South Carolina USA  ,34.2465393,-80.6070237,1889-1890,F,"Assistant ""F. O. Browning"" Home",,AR 9 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Jennie D. Speer,M. E. C. ,W. H. M. S. ,Atlanta Georgia USA  ,33.748752,-84.3876845,1889-1890,F,"Matron ""Thayer"" Home,Assistant ""E. L. Rust"" Home in Holly Springs (Mississipi), Teacher Lundarus Beach Industrial School",,AR 9 (p. 9),,,,,,,,AR 10 (p. 9),AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),,,,,,,,,AR 23 (p. 19),,AR 25 (p. 20),AR 26 (p. 23),AR 27 (p. 25),,
Miss Eliza Page,M. E. C. ,W. H. M. S. ,New Orleans Louisiana USA  ,29.9510658,-90.0715323,1889-1890,F,Missionary Italian Work,,AR 9 (p. 9),,,,,,,,AR 10 (p. 9),AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),,,,AR 18 (p. 14),AR 19 (p. 16),AR 20 (p. 18),AR 21 (p. 19),AR 22 (p. 21),AR 23 (p. 19),AR 24 (p. 21),AR 25 (p. 21),AR 26 (p. 23),AR 27 (p. 26),AR 28 (p. 28),AR 29 (p. 28)
Miss J. Frigles,M. E. C. ,W. H. M. S. ,Little Rock Arkansas USA  ,34.7444618,-92.2880157,1889-1890,F,"Superintendent ""A. M. Smith"" Home",,AR 9 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss E. V. Hallabaugh,M. E. C. ,W. H. M. S. ,Little Rock Arkansas USA  ,34.7444618,-92.2880157,1889-1890,F,"Assistant ""A. M. Smith"" Home",,AR 9 (p. 9),,,,,,,,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,
Miss A. Matthews,M. E. C. ,W. H. M. S. ,Castle Garden New York City USA  ,40.7034796,-74.0166312,1889-1890,F,Missionary Immigrants Home,,AR 9 (p. 9),,,,,,,,AR 10 (p. 9),,AR  12 (p. 9),,,,AR 16 (p. 14),AR 17 (p. 15),,,,,,,,,,,,
Mrs. L. E. Allison,M. E. C. ,W. H. M. S. ,Chicago Illinois USA  ,41.8781136,-87.6297982,1889-1890,F,Missionary to Bohemians,,AR 9 (p. 9),,,,,,,,,,,AR 13 (p. 11),,,,,,,,,,,,,,,,
Mrs. E. A. Marsh,M. E. C. ,W. H. M. S. ,Pahwuska Oklahoma Territory USA  ,36.6678426,-96.3372309,1889-1890,F,Missionary,,AR 9 (p. 9),,,,,,,,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,
Rev. S. G. Bundy,M. E. C. ,W. H. M. S. ,Ponca  Oklahoma Territory USA  ,36.706981,-97.0855948,1889-1890,M,Missionary,,AR 9 (p. 9),,,,,,,,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,
Mrs J. A. Tuck,M. E. C. ,W. H. M. S. ,Unalaska Alaska USA  ,53.8725737,-166.5375512,1889-1890,F,Missionary,,AR 9 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Ada Burch,M. E. C. ,W. H. M. S. ,Unalaska Alaska USA  ,53.8725737,-166.5375512,1889-1890,F,Missionary,,AR 9 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Mary Jensen,M. E. C. ,W. H. M. S. ,Maroni Utah USA  ,39.5249615,-111.5904725,1889-1890,F,"Teacher, Deaconess ""Spencer"" Home in Salt Lake City",,AR 9 (p. 9),,,,,,,,AR 10 (p. 10),,AR 12 (p. 10),AR 13 (p. 11),,,,,,,,,,,,,,,,
Miss Nora Omenn,M. E. C. ,W. H. M. S. ,Mt. Pleasant Utah USA  ,39.5469073,-111.4554659,1889-1890,F,"Teacher ""Thomson"" Mission",,AR 9 (p. 10),,,,,,,,AR 10 (p. 10),AR 11 (p. 9),,,,,,,,,,,,,,,,,,
Miss Mary Tripp,M. E. C. ,W. H. M. S. ,Las Vegas Utah USA  ,40.7606608,-111.8939487,1889-1890,F,Missionary,,AR 9 (p. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Addie Sweet,M. E. C. ,W. H. M. S. ,Logan Utah USA  ,41.7369803,-111.8338359,1889-1890,F,"Teacher ""Philadelphia"" Mission",,AR 9 (p. 10),,,,,,,,AR 10 (p. 10),AR 11 (p. 9),,,,,,,,,,,,,,,,,,
Miss Lydia Arversen,M. E. C. ,W. H. M. S. ,Logan Utah USA  ,41.7369803,-111.8338359,1889-1890,F,"Teacher ""Philadelphia"" Mission",,AR 9 (p. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss M. V. Galley,M. E. C. ,W. H. M. S. ,Savannah Georgia USA  ,32.0808989,-81.091203,1890-1891,F,"Missionary ""Haven"" Home",,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Mattie E. Dimock,M. E. C. ,W. H. M. S. ,Ashville North Carolina USA  ,35.5950581,-82.5514869,1890-1891,F,"Assistant ""Ashville"" School",,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. F. V. Chapman,M. E. C. ,W. H. M. S. ,Athens Tennessee USA  ,35.4428512,-84.5929898,1890-1891,F,"Superintendent ""Ritter"" Home",,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),AR 15 (p. 12),AR 16 (p. 14),AR 17 (p. 14),AR 18 (p. 14),AR 19 (p. 16),AR 20 (p. 18),AR 21 (p. 19),AR 22 (p. 21),AR 23 (p. 20),,AR 25 (p. 21),AR 26 (p. 23),AR 27 (p. 26),AR 28 (p. 28),AR 29 (p. 28)
Miss Sadie Anderson,M. E. C. ,W. H. M. S. ,Athens Tennessee USA  ,35.4428512,-84.5929898,1890-1891,F,"Industrial Teacher ""Ritter"" Home",,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Barbara E. Jennings,M. E. C. ,W. H. M. S. ,Jacksonville Florida USA  ,30.3321838,-81.655651,1890-1891,F,"Missionary ""Boylan"" Home",,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),,AR 13 (p. 11),AR 14 (p. 12),,,,,,,,,AR 23 (p. 20),,,,,,
Miss Cozy Miller,M. E. C. ,W. H. M. S. ,Ocala Florida USA  ,29.1871986,-82.1400923,1890-1891,F,"Missionary ""Boylan"" Home, Teacher ""Ashville"" School, Lurandus Beach Industrial School",,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),AR 15 (p. 12),AR 16 (p. 14),AR 17 (p. 14),AR 18 (p. 14),AR 19 (p. 16),AR 20 (p. 18),AR 21 (p. 19),AR 22 (p. 21),AR 23 (p. 19),AR 24 (p. 20),AR 25 (p. 20),,,,AR 29 (p. 28)
Miss C. O. Elliott,M. E. C. ,W. H. M. S. ,New Orleans Louisiana USA  ,29.9510658,-90.0715323,1890-1891,F,"Assistant ""Peck"" Home",,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),,,,,,,,,,,,,,,,
Miss Rebecca M. Green,M. E. C. ,W. H. M. S. ,Little Rock Arkansas USA  ,34.7444618,-92.2880157,1890-1891,F,"Assistant ""A. M. Smith"" Home",,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Mary Banes,M. E. C. ,W. H. M. S. ,Marshall Texas USA  ,32.5448714,-94.3674184,1890-1891,F,"Superintendent ""King"" Home",,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Ella Banes,M. E. C. ,W. H. M. S. ,Marshall Texas USA  ,32.5448714,-94.3674184,1890-1891,F,"Assistant ""King"" Home, Assistant Missionary",,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Emmeline Smith,M. E. C. ,W. H. M. S. ,Castle Garden New York  USA  ,40.7034796,-74.0166312,1890-1891,F,"Superintendent, Immigrants' Home",,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss A. C. Ruddy,M. E. C. ,W. H. M. S. ,New York New York  USA  ,40.7127753,-74.0059728,1890-1891,F,Missionary to Italians,,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),AR 12 (p. 9),,,,,,,,,,,,,,,,,
Mrs. E. Clark,M. E. C. ,W. H. M. S. ,East Boston Massachusetts USA  ,42.3600825,-71.0588801,1890-1891,F,Missionary to Immigrants' Home,,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Anna Roach,M. E. C. ,W. H. M. S. ,East Boston Massachusetts USA  ,42.3600825,-71.0588801,1890-1891,F,Missionary to Immigrants' Home,,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. R. M. Mayhew,M. E. C. ,W. H. M. S. ,Philadelphia Pennsylvannia USA  ,39.9525839,-75.1652215,1890-1891,F,Missionary to Immigrants' Home,,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),AR 12 (p. 9),,,,,,,,,,,,,,,,,
Mr. B. Spurlock,M. E. C. ,W. H. M. S. ,York Nebraska USA  ,40.8673915,-97.5920867,1890-1891,M,"Superintendent, ""Mothers' Jewels"" Home",Mr. Burwell Spurlock,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),AR 15(p. 12),AR 16 (p. 14),AR 17 (p. 14),AR 18 (p. 15),AR 19 (p. 17),AR 20 (p. 18),AR 21 (p. 20),AR 22 (p. 22),AR 23 (p. 20),,AR 25 (p. 22),,AR 27 (p. 27),AR 28 (p. 29),
Mrs. B. Spurlock,M. E. C. ,W. H. M. S. ,York Nebraska USA  ,40.8673915,-97.5920867,1890-1891,F,"Assistant, ""Mothers' Jewels"" Home",,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),AR 15(p. 12),AR 16 (p. 14),AR 17 (p. 14),AR 18 (p. 15),AR 19 (p. 17),AR 20 (p. 18),AR 21 (p. 20),AR 22 (p. 22),,,,,,,
Miss May Munnelly,M. E. C. ,W. H. M. S. ,Pahwuska Oklahoma Territory USA  ,36.6678426,-96.3372309,1890-1891,F,Missionary,,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. E. J. Roberts,M. E. C. ,W. H. M. S. ,El Reno Indian Territory USA  ,35.5322741,-97.9550493,1890-1891,F,Missionary,,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Rev. J. L. Buchard,M. E. C. ,W. H. M. S. ,Ukia Carlifonia USA  ,39.1501709,-123.2077831,1890-1891,M,Missionary,,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),AR 12 (p. 10),AR 13 (p. 11),AR 14 (p. 12),,,AR 17 (p. 14),AR 15 (p. 15),,,,,,,,,,,
Mrs. J. A. Tuck,M. E. C. ,W. H. M. S. ,Unalaska Alaska USA  ,53.8725737,-166.5375512,1890-1891,M,Missionary,,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Bergliot Hanson,M. E. C. ,W. H. M. S. ,Provo Utah USA  ,40.2338438,-111.6585337,1890-1891,F,"Teacher ""East Ohio"" Mission",,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Etta Breed,M. E. C. ,W. H. M. S. ,Spanish Fork Utah USA  ,40.114955,-111.654923,1890-1891,F,"Teacher ""East Ohio"" Mission",,AR 10 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Julia Petersen,M. E. C. ,W. H. M. S. ,Richfield Utah USA  ,38.7724673,-112.0840943,1890-1891,F,"Teacher ""East Ohio"" Mission",,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),,,,,,,,,,,,,,,,,,
Miss Christine Larsen,M. E. C. ,W. H. M. S. ,Elsinore Utah USA  ,38.6827482,-112.14826,1890-1891,F,"Teacher ""Columbus"" Mission",,AR 10 (p. 9),,,,,,,,,AR 11 (p. 9),,,,,,,,,,,,,,,,,,
Miss Tenie Winters,M. E. C. ,W. H. M. S. ,Spring City Utah USA  ,39.482463,-111.4960236,1890-1891,F,"Teacher ""S. V. Leech"" Mission",,AR 10 (p.10),,,,,,,,,AR 11 (p. 9),,,,,,,,,,,,,,,,,,
Miss Stella E. Arnold,M. E. C. ,W. H. M. S. ,Logan Utah USA  ,41.7369803,-111.8338359,1890-1891,F,"Teacher ""Philadelphia"" Mission",,AR 10 (p. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Emma Ernsberger,M. E. C. ,W. H. M. S. ,Albuquerque New Mexico USA  ,35.0843859,-106.650422,1890-1891,F,Missionary,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 9),AR 12 (p. 9),,,,,,,,,,,,,,,,,
Miss Mary Tripp,M. E. C. ,W. H. M. S. ,Las Vegas New Mexico USA  ,35.5942137,-105.2227978,1890-1891,F,Missionary,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 10),AR 12 (p. 9),,,,,,,,,,,,,,,,,
Mrs. Mary Eldridge,M. E. C. ,W. H. M. S. ,Jewett New Mexico USA  ,34.9727305,-105.0323635,1890-1891,F,Missionary to Navajoes,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 10),AR 12 (p. 10),,,,,,,,,,,,,,,,,
Miss Mary E. Raymond,M. E. C. ,W. H. M. S. ,Jewett New Mexico USA  ,34.9727305,-105.0323635,1890-1891,F,Missionary to Navajoes,,AR 10 (p. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,
Rev. I. N. Dalby,M. E. C. ,W. H. M. S. ,Washington District of Columbia USA  ,38.9071923,-77.0368707,1890-1891,M,Superintendent Memorial Home and Training School,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 10),AR 12 (p. 10),,,,,,,,,,,,,,,,,
Miss L. A. Gaddis,M. E. C. ,W. H. M. S. ,Detroit Michigan USA  ,42.331427,-83.0457538,1890-1891,F,Superintendent of Deaconess Home,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 10),AR 12 (p. 10),AR 13 (p. 12),AR 14 (p. 13),AR 15 (p. 13),AR 16 (p. 15),AR 17 (p. 15),,,,,,,,,,,,
Miss L. A. Smith,M. E. C. ,W. H. M. S. ,Buffalo New York USA  ,42.8864468,-78.8783689,1890-1891,F,Superintendent of Deaconess Home,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 10),AR 12 (p. 10),,,,,,,,,,,,,,,,,
Mrs. N.W. Bass,M. E. C. ,W. H. M. S. ,Syracuse New York USA  ,43.0481221,-76.1474244,1890-1891,F,Superintendent of Deaconess Home,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 10),,,,,,,,,,,,,,,,,,
Mrs. E. V. Price,M. E. C. ,W. H. M. S. ,Philadelphia Pennsylvannia USA  ,39.9525839,-75.1652215,1890-1891,F,Superintendent of Deaconess Home,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 10),,,,,,,,,,,,,,,,,,
Mrs. F. Van Vradenburg,M. E. C. ,W. H. M. S. ,Pittsburgh Pennsylvannia USA  ,40.4406248,-79.9958864,1890-1891,F,Superintendent of Deaconess Home,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 10),,,,,,,,,,,,,,,,,,
Mrs. J. Eberman,M. E. C. ,W. H. M. S. ,San Francisco Carlifonia USA  ,37.7749295,-122.4194155,1890-1891,F,Superintendent of Deaconess Home,,AR 10 (p. 10),,,,,,,,,AR 11 (p. 10),,,,,,,,,,,,,,,,,,
Miss E. A. Philo,M. E. C. ,W. H. M. S. ,Savannah Georgia USA  ,32.0808989,-81.091203,1891-1892,F,"Missionary ""Haven"" Home",,AR 11 (p. 9),,,,,,,,,,AR 12 (p. 9),AR 13 (p. 11),AR 14 (p. 12),AR 15 (p. 12,AR 16 (p. 13),AR 17 (p. 13),,,,,,,,,,,,
Mrs. Ellah C. Elmer,M. E. C. ,W. H. M. S. ,Savannah Georgia USA  ,32.0808989,-81.091203,1891-1892,F,"Missionary ""haven"" Home",,AR 11 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Lizzie Swager,M. E. C. ,W. H. M. S. ,Orangeburg South Carolina USA  ,33.4918203,-80.8556476,1891-1892,F,"Industrial Teacher ""Simpson"" Home",,AR 11 (p. 9),,,,,,,,,,AR 12 (p. 9),AR 13 ( p. 11),AR 14 (p. 12),AR 15 (p. 12),,,,,,,,,,,,,,
Miss M. S. Dunbar,M. E. C. ,W. H. M. S. ,Greensboro North Carolina USA  ,36.0726354,-79.7919754,1891-1892,F,"Superintendent ""Kent"" Home",,AR 11 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Henrietta McDermott,M. E. C. ,W. H. M. S. ,Jacksonville Florida USA  ,30.3321838,-81.655651,1891-1892,F,"Missionary ""Boylan"" Home",,AR 11 (p. 9),,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Caroline A. Jenkins,M. E. C. ,W. H. M. S. ,Ocala Florida USA  ,29.1871986,-82.1400923,1891-1892,F,"Missionary, Emerson Memorial Home",,AR 11 (p. 9),,,,,,,,,,AR 12 (p. 9),,,,,,,,,,,,,,,,,
Miss Ellen A. Karrer,M. E. C. ,W. H. M. S. ,Ocala Florida USA  ,29.1871986,-82.1400923,1891-1892,F,"Missionary, Emerson Memorial Home",,AR 11 (p. 9),,,,,,,,,,AR 12 (p. 9),,,,,,,,,,,,,,,,,
